start_date,end_date,dayflag,area_id,area_name,group,population,rate
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A01:都心のセレブ,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A02:独身貴族,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A03:都市の単身若年層,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A04:利便性の良い都心の住宅地,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A05:コスパの良い賃貸住宅,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A06:都心の学生街,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B01:都市部のニューファミリー,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B02:高級住宅街,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B03:近郊暮らしの高所得層,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B04:郊外のファミリー,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B05:戸建て持ち家ファミリー,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C01:下町,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C02:成熟した近郊の賃貸住宅,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C03:物流要衝近くに住む成熟家族,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C04:旧市街,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C05:マイホーム成熟ファミリー,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,D01:子育てを終えた豊かなセカンドライフ,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,D02:老後の豊かなシニアライフ,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,E01:都市部の公営住宅,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,E02:地方の公営住宅,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,F01:公務・インフラ就業者,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,G01:マイホーム予備軍,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,G02:リッチなニューファミリー,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,G03:育ち盛りのマイホームファミリー,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,G04:地方の工場勤め,32,0.477
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,H01:製造業就業者,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,I01:地方の単身働き盛り,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,I02:地方の高齢一人暮らし,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J01:郊外の大家族,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J02:子供の多い大家族,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J03:工場勤めの大家族,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J04:暮らし豊かな大家族,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J05:田舎の大家族,35,0.523
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J06:高齢者夫婦,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,K01:農村,0,0.0
20250911,20250913,休日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,U99:不明,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A01:都心のセレブ,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A02:独身貴族,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A03:都市の単身若年層,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A04:利便性の良い都心の住宅地,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A05:コスパの良い賃貸住宅,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,A06:都心の学生街,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B01:都市部のニューファミリー,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B02:高級住宅街,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B03:近郊暮らしの高所得層,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B04:郊外のファミリー,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,B05:戸建て持ち家ファミリー,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C01:下町,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C02:成熟した近郊の賃貸住宅,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C03:物流要衝近くに住む成熟家族,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C04:旧市街,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,C05:マイホーム成熟ファミリー,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,D01:子育てを終えた豊かなセカンドライフ,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,D02:老後の豊かなシニアライフ,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,E01:都市部の公営住宅,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,E02:地方の公営住宅,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,F01:公務・インフラ就業者,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,G01:マイホーム予備軍,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,G02:リッチなニューファミリー,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,G03:育ち盛りのマイホームファミリー,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,G04:地方の工場勤め,16,0.333
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,H01:製造業就業者,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,I01:地方の単身働き盛り,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,I02:地方の高齢一人暮らし,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J01:郊外の大家族,31,0.667
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J02:子供の多い大家族,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J03:工場勤めの大家族,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J04:暮らし豊かな大家族,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J05:田舎の大家族,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,J06:高齢者夫婦,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,K01:農村,0,0.0
20250911,20250913,平日,9539342a-9cc3-4fe8-911f-d198b54f8717,第一ほうせい,U99:不明,0,0.0
